#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024272.1	CP024272	147.766	46.1107	127	-	-	-	198	71
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP024274.1	CP024274	145.089	46.151	124	-	-	-	196	72
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024294.1	CP024294	101.907	47.2735	78	-	-	-	125	47
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024295.1	CP024295	103.995	49.2706	120	-	-	-	150	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024296.1	CP024296	97.297	51.2904	130	-	-	-	151	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024297.1	CP024297	167.764	51.2613	186	-	-	-	232	46
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024298.1	CP024298	110.577	48.0805	111	-	-	-	147	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1NQ3	NZ_CP024721.1	CP024721	111.776	53.422	135	-	-	-	159	24
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p2NQ3	NZ_CP024722.1	CP024722	5.167	47.5324	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1LS4	NZ_CP024718.1	CP024718	111.779	53.4215	134	-	-	-	159	25
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p2LS4	NZ_CP024719.1	CP024719	5.162	47.5591	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024662.1	CP024662	160.351	48.957	161	-	-	-	211	50
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024663.1	CP024663	12.61	50.1031	15	-	-	-	24	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024664.1	CP024664	52.27	41.1268	59	-	-	-	71	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP024665.1	CP024665	96.72	51.6935	107	-	-	-	130	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP024666.1	CP024666	20.753	51.1733	18	-	-	-	26	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024668.1	CP024668	167.071	48.2082	188	-	-	-	251	63
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024669.1	CP024669	110.612	51.2603	128	-	-	-	163	35
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024670.1	CP024670	46.919	40.5316	58	-	-	-	69	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP024671.1	CP024671	31.494	42.2588	37	-	-	-	49	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-532_1	NZ_CP024831.1	CP024831	216.181	51.0827	207	-	-	-	295	88
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-532_2	NZ_CP024832.1	CP024832	96.987	47.627	112	-	3	-	121	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-532_3	NZ_CP024833.1	CP024833	46.137	46.6567	58	-	-	-	62	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000164	NZ_CP024852.1	CP024852	167.974	50.1512	170	-	-	-	220	50
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000176	NZ_CP024853.1	CP024853	35.812	48.7993	49	-	-	-	53	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000311	NZ_CP024854.1	CP024854	96.413	50.2671	121	-	-	-	126	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_1_pilon	NZ_CP024860.1	CP024860	172.588	51.9011	176	-	-	-	226	50
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2_pilon	NZ_CP024861.1	CP024861	33.548	41.311	50	-	-	-	51	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-629_1	NZ_CP024816.1	CP024816	176.274	51.0949	186	-	-	-	245	59
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-629_2	NZ_CP024817.1	CP024817	96.99	47.6286	114	-	3	-	121	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-629_3	NZ_CP024818.1	CP024818	46.161	46.6498	58	-	-	-	62	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-544_1	NZ_CP024827.1	CP024827	122.937	50.5511	129	-	-	-	165	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-544_2	NZ_CP024828.1	CP024828	51.455	48.1275	62	-	-	-	71	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-544_3	NZ_CP024829.1	CP024829	32.182	43.0613	38	-	-	-	42	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-591_1	NZ_CP024822.1	CP024822	118.156	50.6965	144	-	-	-	162	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-591_2	NZ_CP024823.1	CP024823	64.564	52.1343	80	-	-	-	96	16
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-591_3	NZ_CP024824.1	CP024824	62.815	52.6498	82	-	-	-	88	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCREC-591_4	NZ_CP024825.1	CP024825	46.161	46.6519	58	-	-	-	62	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_1_pilon	NZ_CP024863.1	CP024863	139.059	51.5263	149	-	-	-	193	44
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2_pilon	NZ_CP024864.1	CP024864	88.768	52.1551	85	-	-	-	106	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_3_pilon	NZ_CP024865.1	CP024865	48.511	44.7177	70	-	1	-	73	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00001011_pilon	NZ_CP024856.1	CP024856	181.436	51.7108	188	-	-	-	238	50
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00001069_pilon	NZ_CP024857.1	CP024857	76.68	50.9885	60	-	-	-	82	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00013784_pilon	NZ_CP024858.1	CP024858	57.991	42.1272	81	-	-	-	81	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC43	NZ_CP023552.1	CP023552	77.422	46.7451	81	-	-	-	114	33
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000138_pilon	NZ_CP024888.1	CP024888	76.754	50.8651	96	-	-	-	105	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_1_pilon	NZ_CP024887.1	CP024887	102.544	51.4569	117	-	-	-	140	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAMA1167-3	NZ_CP024802.1	CP024802	2.336	48.887	2	-	-	-	3	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAMA1167-4	NZ_CP024803.1	CP024803	2.088	47.2701	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAMA1167-5	NZ_CP024804.1	CP024804	1.934	51.1892	2	-	-	-	2	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAMA1167-NDM-5	NZ_CP024805.1	CP024805	111.31	51.7312	110	-	-	-	146	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAMA1167-OXA-181	NZ_CP024806.1	CP024806	51.479	46.3704	59	-	-	-	68	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP025329.1	CP025329	286.854	50.4616	276	-	-	-	351	75
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMS8345A	NZ_CP025402.1	CP025402	241.162	46.2896	252	-	-	-	273	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMS8345B	NZ_CP025403.1	CP025403	133.281	49.6365	136	-	-	-	161	25
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	I	NZ_LT883139.1	LT883139	118.72	49.9267	104	-	-	-	142	38
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LT883140.1	LT883140	30.364	54.9499	31	-	-	-	34	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	III	NZ_LT883141.1	LT883141	123.705	51.9397	107	-	-	-	153	46
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC017a	NZ_CP024135.1	CP024135	63.978	42.5756	77	-	-	-	82	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC017b	NZ_CP024136.1	CP024136	93.781	52.3368	94	-	-	-	112	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC017c	NZ_CP024137.1	CP024137	107.279	48.3972	91	-	-	-	128	37
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC020a	NZ_CP024139.1	CP024139	64.765	42.9136	79	-	-	-	84	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC020b	NZ_CP024140.1	CP024140	166.233	50.6085	174	-	-	-	213	39
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC029a	NZ_CP024142.1	CP024142	66.596	42.7098	80	-	-	-	87	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC029b	NZ_CP024143.1	CP024143	254.423	46.8153	262	-	-	-	288	26
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC029c	NZ_CP024144.1	CP024144	96.973	51.4628	88	-	-	-	122	34
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC029d	NZ_CP024145.1	CP024145	106.478	48.5988	101	-	-	-	137	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC029e	NZ_CP024146.1	CP024146	88.553	50.3687	103	-	-	-	114	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC047a	-	CP024156	60.258	42.4325	56	-	-	-	79	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC047b	-	CP024157	88.736	53.4146	94	-	-	-	117	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC047c	-	CP024158	106.324	48.3325	64	-	-	-	129	65
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033a	NZ_CP024148.1	CP024148	62.585	42.6732	84	-	-	-	87	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033b	NZ_CP024149.1	CP024149	33.301	41.8456	42	-	-	-	46	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033c	NZ_CP024150.1	CP024150	108.71	48.3755	102	-	-	-	134	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033d	NZ_CP024151.1	CP024151	97.858	51.165	111	-	-	-	132	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033e	NZ_CP024152.1	CP024152	87.351	49.996	109	-	-	-	120	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033f	NZ_CP024153.1	CP024153	98.181	51.7768	94	-	-	-	123	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC033g	NZ_CP024154.1	CP024154	84.404	53.1112	106	-	-	-	116	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC001a	NZ_CP024128.1	CP024128	50.013	47.0238	54	-	-	-	62	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC001b	NZ_CP024129.1	CP024129	123.884	49.4705	113	-	-	-	153	40
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC001c	NZ_CP024130.1	CP024130	88.46	51.4877	79	-	-	-	112	33
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC007a	NZ_CP024132.1	CP024132	35.098	41.8428	42	-	-	-	52	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p14EC007b	NZ_CP024133.1	CP024133	190.293	50.9288	187	-	-	-	230	43
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pApR	NZ_CP025252.1	CP025252	33.924	57.393	37	-	-	-	41	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pBH100-1	NZ_CP025253.1	CP025253	105.801	52.0156	129	-	-	-	148	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1540-1	NZ_CP019052.1	CP019052	65.533	42.4885	84	-	-	-	88	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1540-2	NZ_CP019053.1	CP019053	155.802	52.5815	189	-	-	-	202	13
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1540-3	NZ_CP019054.1	CP019054	116.028	49.1485	118	-	3	-	137	16
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1540-4	NZ_CP019055.1	CP019055	184.166	49.1415	172	-	-	-	224	52
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1493-1	NZ_CP019072.1	CP019072	33.858	41.5618	42	-	-	-	49	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1493-2	NZ_CP019073.1	CP019073	46.145	46.6508	53	-	-	-	64	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1493-3	NZ_CP019074.1	CP019074	73.992	52.8017	74	-	-	-	103	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1493-4	NZ_CP019075.1	CP019075	96.986	47.6275	111	-	3	-	122	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p1493-5	NZ_CP019076.1	CP019076	127.772	52.8731	138	-	-	-	168	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177C3	NZ_CP024053.1	CP024053	6.675	50.2322	11	-	-	-	12	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177B3	NZ_CP024054.1	CP024054	48.982	42.487	56	-	-	-	65	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177A3	NZ_CP024055.1	CP024055	88.839	47.8574	75	-	-	-	96	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177C1	NZ_CP024615.1	CP024615	6.675	50.2322	11	-	-	-	12	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177B1	NZ_CP024616.1	CP024616	48.983	42.4882	55	-	-	-	65	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177A1	NZ_CP024617.1	CP024617	88.896	47.8908	74	-	-	-	104	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pSTEC299_1	NZ_CP022280.1	CP022280	191.691	45.5097	159	-	-	-	222	63
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pSTEC299_2	NZ_CP022281.1	CP022281	59.19	42.9887	59	-	-	-	69	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177A2	NZ_CP023674.1	CP023674	87.524	47.7823	74	-	-	-	95	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO177B2	NZ_CP023675.1	CP023675	46.664	41.8974	57	-	-	-	64	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pBOKZ_SCEC020007	NZ_CP025625.1	CP025625	84.952	53.0735	99	-	-	-	114	15
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM5_SCEC020007	NZ_CP025626.1	CP025626	144.225	53.248	153	-	-	-	187	34
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP025740.1	CP025740	160.682	51.5957	148	-	-	-	204	56
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-a7e8	NZ_CP026203.1	CP026203	35.036	49.3264	34	-	-	-	41	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-bca9	NZ_CP026204.1	CP026204	76.5	46.8941	87	-	-	-	96	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-e3ee	NZ_CP026205.1	CP026205	77.775	50.1896	80	-	-	-	93	13
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-cbb3	NZ_CP026206.1	CP026206	191.344	51.6008	200	-	-	-	248	48
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-dc1b	NZ_CP026207.1	CP026207	202.687	52.1597	242	-	-	-	251	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-109b	NZ_CP026208.1	CP026208	298.633	51.6504	305	-	-	-	330	25
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP026209.1	CP026209	42.693	34.6708	56	-	-	-	57	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-6dfa	NZ_CP026200.1	CP026200	97.8	51.3037	80	-	-	-	109	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-d2e9	NZ_CP026201.1	CP026201	100.989	52.3621	106	-	-	-	128	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCV839-15-p1	NZ_CP024975.1	CP024975	86.835	51.0658	95	-	-	-	115	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCV839-15-p2	NZ_CP024976.1	CP024976	195.578	48.8567	195	-	-	-	256	61
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCV839-15-p3	NZ_CP024977.1	CP024977	62.669	51.6077	68	-	-	-	78	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCV839-06-p1	NZ_CP025751.1	CP025751	110.16	49.3918	125	-	-	-	139	14
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pCV839-06-p2	NZ_CP025752.1	CP025752	63.821	43.8649	54	-	-	-	71	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-5e72	NZ_CP026400.1	CP026400	60.248	45.3592	61	-	-	-	71	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-b33e	NZ_CP026401.1	CP026401	20.245	54.5073	19	-	-	-	23	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-e618	NZ_CP026402.1	CP026402	13.542	53.227	18	-	-	-	18	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-816c	NZ_CP026403.1	CP026403	103.161	50.1546	124	-	-	-	143	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-6357	NZ_CP026404.1	CP026404	127.217	52.8931	115	-	-	-	147	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECO-c85f	NZ_CP026405.1	CP026405	186.884	52.0066	224	-	-	-	237	13
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP014109.1	CP014109	7.518	47.0737	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014110.1	CP014110	115.764	51.0832	136	-	-	-	157	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014112.1	CP014112	69.183	50.9504	97	-	-	-	107	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p266917_2_01	NZ_CP026724.1	CP026724	129.627	48.1913	135	-	-	-	175	40
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p266917_2_02	NZ_CP026725.1	CP026725	97.124	47.7441	120	-	3	-	125	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p266917_2_03	NZ_CP026726.1	CP026726	83.01	49.8651	103	-	-	-	113	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p266917_2_04	NZ_CP026727.1	CP026727	51.479	46.3723	58	-	-	-	68	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	p266917_2_05	NZ_CP026728.1	CP026728	33.288	41.7748	50	-	-	-	51	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000042_pilon	NZ_CP026754.1	CP026754	90.045	50.748	105	-	-	-	125	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pFHI_NMBU_03_1	NZ_CP019456.1	CP019456	159.821	48.8459	141	-	-	-	175	34
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pAp	NZ_CP024651.1	CP024651	14.241	53.3109	15	-	-	-	17	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pBH100-1	NZ_CP024652.2	CP024652	107.274	51.9138	127	-	-	-	150	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pHS13-1-IncHI2	NZ_CP026492.1	CP026492	264.344	46.7758	272	-	-	-	304	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pHS13-1-Col	NZ_CP026493.1	CP026493	1.552	51.8041	2	-	-	-	3	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pHS13-1-IncF	NZ_CP026494.1	CP026494	201.203	49.8521	179	-	-	-	231	52
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P04869A	NZ_CP026474.1	CP026474	107.229	51.6884	106	-	-	-	143	37
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P04869B	NZ_CP026475.1	CP026475	104.701	46.9604	107	-	3	-	119	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P04869C	NZ_CP026476.1	CP026476	51.479	46.3684	58	-	-	-	68	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027135.1	CP027135	151.026	49.7259	156	-	-	-	196	40
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP027136.1	CP027136	1.69	48.0473	2	-	-	-	2	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027137.1	CP027137	49.534	46.8163	57	-	-	-	58	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027138.1	CP027138	90.735	43.173	112	-	-	-	128	16
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP027139.1	CP027139	1.197	49.1228	2	-	-	-	2	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP027129.1	CP027129	5.193	46.5434	6	-	-	-	11	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027130.1	CP027130	170.292	51.6483	184	-	-	-	231	47
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027131.1	CP027131	1.552	51.7397	2	-	-	-	3	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027132.1	CP027132	2.101	47.168	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP027133.1	CP027133	97.167	47.5563	101	-	3	-	112	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pYDC107_184	NZ_CP025708.1	CP025708	184.098	51.4237	192	-	-	-	251	59
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pYDC107_70	NZ_CP025710.1	CP025710	70.372	53.3394	71	-	-	-	88	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pYDC107_41	NZ_CP025711.1	CP025711	41.544	45.3375	48	-	-	-	48	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027256.1	CP027256	103.336	48.08	100	-	-	-	126	26
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027257.1	CP027257	31.229	41.74	38	-	-	-	43	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027258.1	CP027258	31.467	48.4126	44	-	-	-	46	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP027259.1	CP027259	6.812	47.6952	9	-	-	-	13	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027535.1	CP027535	101.207	49.8839	126	-	-	-	132	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027536.1	CP027536	72.482	50.7257	91	-	-	-	99	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027537.1	CP027537	100.279	50.7015	108	-	-	-	130	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027125.1	CP027125	44.16	52.7355	53	-	-	-	61	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027127.1	CP027127	98.987	49.9399	121	-	-	-	133	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027128.1	CP027128	1.565	50.8626	2	-	-	-	3	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pRM14721	NZ_CP027106.1	CP027106	106.432	49.8938	97	-	-	-	133	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027220.1	CP027220	94.104	47.7472	81	-	-	-	112	31
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027222.1	CP027222	48.39	50.8204	39	-	-	-	59	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027223.1	CP027223	72.543	47.6724	89	-	4	-	107	14
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027308.1	CP027308	63.664	50.1649	60	-	-	-	78	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027309.1	CP027309	93.724	47.403	105	-	4	-	118	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027311.1	CP027311	133.438	50.3507	118	-	-	-	146	28
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027324.1	CP027324	127.667	50.6873	156	-	-	-	176	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027326.1	CP027326	74.671	48.4298	56	-	-	-	84	28
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027327.1	CP027327	93.17	49.9882	102	-	-	-	121	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027339.1	CP027339	92.644	47.54	72	-	-	-	109	37
